assessment_id,site_id,conducted_by_person_id,assessment_date,assessment_period,overall_risk_score,findings_summary,num_hazards_identified,num_actions_created,status
958,97,309,2020-03-27,H1_2020,78,Routine H1/H2 assessment for Sir Edmund Hillary Collegiate Senior School conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 2 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,2,1,COMPLETED
959,97,308,2020-09-23,H2_2020,27,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is low. Recommend follow-up on traffic management within 60 days.,2,3,COMPLETED
960,97,306,2021-03-06,H1_2021,27,Comprehensive risk assessment completed for Sir Edmund Hillary Collegiate Senior School. 0 new hazards identified and 4 existing hazards reviewed. Key findings include: blocked emergency exit in hall; cluttered storage room blocking access. 1 corrective actions have been raised.,0,1,COMPLETED
961,97,309,2021-09-08,H2_2021,18,Comprehensive risk assessment completed for Sir Edmund Hillary Collegiate Senior School. 4 new hazards identified and 5 existing hazards reviewed. Key findings include: cluttered storage room blocking access; trip hazard from raised concrete. 3 corrective actions have been raised.,4,3,COMPLETED
962,97,309,2022-03-16,H1_2022,87,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is critical. Recommend follow-up on aging infrastructure within 14 days.,1,2,COMPLETED
963,97,307,2022-09-14,H2_2022,86,Assessment of Sir Edmund Hillary Collegiate Senior School identified critical overall risk level. Primary concerns are tree management particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 3 actions created.,2,3,COMPLETED
964,97,306,2023-03-07,H1_2023,60,Comprehensive risk assessment completed for Sir Edmund Hillary Collegiate Senior School. 3 new hazards identified and 2 existing hazards reviewed. Key findings include: damaged fencing along south boundary; tree branch overhanging walkway. 1 corrective actions have been raised.,3,1,COMPLETED
965,97,309,2023-09-11,H2_2023,64,Assessment of Sir Edmund Hillary Collegiate Senior School identified high overall risk level. Primary concerns are roof condition particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 3 actions created.,2,3,COMPLETED
966,97,309,2024-03-13,H1_2024,20,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to asbestos-containing materials. Overall risk posture is low. Recommend follow-up on slip hazards during winter within 14 days.,4,2,COMPLETED
967,97,308,2024-09-15,H2_2024,87,Routine H1/H2 assessment for Sir Edmund Hillary Collegiate Senior School conducted on the assessment date. Building condition assessments reviewed for all 7 structures. 4 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,4,2,COMPLETED
968,97,307,2025-03-08,H1_2025,31,Routine H1/H2 assessment for Sir Edmund Hillary Collegiate Senior School conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 1 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,1,2,COMPLETED
969,99,312,2020-03-02,H1_2020,61,Risk assessment findings: Manurewa High School presents high risk environment. Critical items include uneven surface on playground. Moderate items include blocked emergency exit in hall. 0 actions assigned with 0 marked as critical priority.,0,0,COMPLETED
970,99,311,2020-09-11,H2_2020,64,Comprehensive risk assessment completed for Manurewa High School. 2 new hazards identified and 3 existing hazards reviewed. Key findings include: cluttered storage room blocking access; trip hazard from raised concrete. 3 corrective actions have been raised.,2,3,COMPLETED
971,99,310,2021-03-04,H1_2021,51,Routine H1/H2 assessment for Manurewa High School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 1 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,1,1,COMPLETED
972,99,311,2021-09-12,H2_2021,79,Routine H1/H2 assessment for Manurewa High School conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 1 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,1,2,COMPLETED
973,99,313,2022-03-14,H1_2022,61,Routine H1/H2 assessment for Manurewa High School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 4 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,4,4,COMPLETED
974,99,311,2022-09-06,H2_2022,80,Assessment of Manurewa High School identified critical overall risk level. Primary concerns are electrical systems particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,0,0,COMPLETED
975,99,313,2023-03-14,H1_2023,65,Risk assessment findings: Manurewa High School presents high risk environment. Critical items include tree branch overhanging walkway. Moderate items include mould visible on ceiling tiles. 2 actions assigned with 1 marked as critical priority.,2,2,COMPLETED
976,99,313,2023-09-02,H2_2023,69,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is high. Recommend follow-up on contractor oversight within 60 days.,0,0,COMPLETED
977,99,313,2024-03-22,H1_2024,37,Routine H1/H2 assessment for Manurewa High School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 0 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,0,0,COMPLETED
978,99,312,2024-09-03,H2_2024,87,Comprehensive risk assessment completed for Manurewa High School. 0 new hazards identified and 3 existing hazards reviewed. Key findings include: trip hazard from raised concrete; tree branch overhanging walkway. 1 corrective actions have been raised.,0,1,COMPLETED
979,99,310,2025-03-08,H1_2025,35,Routine H1/H2 assessment for Manurewa High School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,2,REVIEWED
980,100,317,2020-03-23,H1_2020,29,Assessment of Te Haikura a Kiwa identified low overall risk level. Primary concerns are playground equipment wear particularly affecting outdoor areas. Emergency procedures were reviewed and found to be requiring update. 4 actions created.,3,4,COMPLETED
981,100,317,2020-09-12,H2_2020,18,Routine H1/H2 assessment for Te Haikura a Kiwa conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 3 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,3,4,COMPLETED
982,100,317,2021-03-05,H1_2021,11,Risk assessment findings: Te Haikura a Kiwa presents low risk environment. Critical items include cluttered storage room blocking access. Moderate items include missing fire extinguisher sign. 2 actions assigned with 2 marked as critical priority.,1,2,COMPLETED
983,100,314,2021-09-25,H2_2021,30,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is medium. Recommend follow-up on playground equipment wear within 60 days.,3,4,COMPLETED
984,100,316,2022-03-01,H1_2022,13,Routine H1/H2 assessment for Te Haikura a Kiwa conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 4 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,4,1,COMPLETED
985,100,317,2022-09-18,H2_2022,73,Risk assessment findings: Te Haikura a Kiwa presents high risk environment. Critical items include peeling paint near food prep area. Moderate items include missing fire extinguisher sign. 0 actions assigned with 2 marked as critical priority.,0,0,COMPLETED
986,100,316,2023-03-03,H1_2023,42,Assessment of Te Haikura a Kiwa identified medium overall risk level. Primary concerns are asbestos-containing materials particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,0,0,COMPLETED
987,100,315,2023-09-25,H2_2023,36,Comprehensive risk assessment completed for Te Haikura a Kiwa. 3 new hazards identified and 3 existing hazards reviewed. Key findings include: uneven surface on playground; cracked window pane in classroom. 4 corrective actions have been raised.,3,4,COMPLETED
988,100,316,2024-03-22,H1_2024,14,Assessment of Te Haikura a Kiwa identified low overall risk level. Primary concerns are tree management particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,1,1,COMPLETED
