inspection_id,site_id,conducted_by_person_id,contractor_id,inspection_date,inspection_type,field_notes,compliance_rating,num_hazards_identified,num_actions_created,status
2446,259,804,,2024-10-20,POST_INCIDENT,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - partial - no safety glasses observed; site induction records - expired - updated on site; work method statements - comprehensive. Overall: major non-compliance. Issues noted: no issues.,COMPLIANT,1,0,COMPLETED
2447,260,808,,2020-08-08,POST_INCIDENT,Post-incident inspection at St Bernard's College. Area where incident occurred has been under repair. cracked window pane in classroom. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be worn equipment. Immediate controls: area barricaded. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,3,0,COMPLETED
2448,260,806,,2020-03-10,POST_INCIDENT,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - comprehensive. Overall: major non-compliance. Issues noted: work area not adequately fenced.,MAJOR_NON_COMPLIANCE,1,1,COMPLETED
2449,260,808,,2021-02-11,ROUTINE,Routine site walkthrough at St Bernard's College. Checked emergency exits - signage missing on one. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - faded in places. General housekeeping - satisfactory. 0 new hazards logged.,COMPLIANT,1,1,COMPLETED
2450,260,806,52.0,2021-03-21,CONTRACTOR_AUDIT,Post-incident inspection at St Bernard's College. Area where incident occurred has been under repair. missing fire extinguisher sign. Interviewed the principal who confirmed that protocols were followed. Root cause appears to be environmental conditions. Immediate controls: temporary repair applied. Further investigation: no - matter resolved.,COMPLIANT,0,0,COMPLETED
2451,260,808,,2021-07-21,ROUTINE,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - partial - no safety glasses observed; site induction records - expired - updated on site; work method statements - not available. Overall: major non-compliance. Issues noted: no issues.,COMPLIANT,0,0,COMPLETED
2452,260,805,,2022-11-01,POST_INCIDENT,Complaint response visit to St Bernard's College regarding noise from construction work. On inspection found loose railing on Block A stairwell. cracked window pane in classroom. Spoke with the H&S rep who was already arranging repair. Actions: repair ordered. Follow-up required: yes - next routine visit.,COMPLIANT,2,1,COMPLETED
2453,260,808,,2022-03-06,POST_INCIDENT,Post-incident inspection at St Bernard's College. Area where incident occurred has been under repair. trip hazard from raised concrete. Interviewed the caretaker who confirmed awareness of the hazard. Root cause appears to be worn equipment. Immediate controls: temporary repair applied. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,0,0,COMPLETED
2454,260,807,78.0,2022-02-16,CONTRACTOR_AUDIT,Post-incident inspection at St Bernard's College. Area where incident occurred has been under repair. bird nesting in roof cavity. Interviewed the H&S rep who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: equipment isolated. Further investigation: yes - await contractor quote.,COMPLIANT,0,0,COMPLETED
2455,260,806,78.0,2023-06-26,CONTRACTOR_AUDIT,Post-incident inspection at St Bernard's College. Area where incident occurred has been under repair. trip hazard from raised concrete. Interviewed the H&S rep who confirmed that protocols were followed. Root cause appears to be lack of maintenance. Immediate controls: equipment isolated. Further investigation: yes - WorkSafe notification pending.,MAJOR_NON_COMPLIANCE,3,1,COMPLETED
2456,260,808,78.0,2023-08-17,CONTRACTOR_AUDIT,Contractor audit: Pacific Electrical Services Ltd on site performing plumbing work. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: no issues.,MAJOR_NON_COMPLIANCE,2,2,COMPLETED
2457,260,808,,2023-06-25,POST_INCIDENT,Complaint response visit to St Bernard's College regarding strange smell in classroom. On inspection found loose railing on Block A stairwell. uneven surface on playground. Spoke with the site manager who was aware of the issue. Actions: repair ordered. Follow-up required: yes - in 14 days.,COMPLIANT,0,0,COMPLETED
2458,260,805,,2024-10-20,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - fully compliant; site induction records - all current; work method statements - not available. Overall: compliant. Issues noted: none noted.,MINOR_NON_COMPLIANCE,3,1,COMPLETED
2459,260,807,,2025-09-10,ROUTINE,Arrived at St Bernard's College at 12:00. Met with the caretaker who reported a recent near-miss in the workshop. Walked the site starting from Block A. Observed uneven surface on playground. Noted missing fire extinguisher sign. the hall appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,2,0,COMPLETED
2460,261,811,,2020-11-02,ROUTINE,Complaint response visit to Hutt Valley High School regarding noise from construction work. On inspection found bird nesting in roof cavity. uneven surface on playground. Spoke with the H&S rep who was already arranging repair. Actions: temporary fix applied. Follow-up required: no.,COMPLIANT,2,2,COMPLETED
2461,261,812,,2020-09-23,ROUTINE,Routine site walkthrough at Hutt Valley High School. Checked emergency exits - clear. Fire extinguishers - all current. First aid kits - adequate. Signage - several missing. General housekeeping - good. 2 new hazards logged.,COMPLIANT,2,0,COMPLETED
2462,261,809,78.0,2021-03-21,CONTRACTOR_AUDIT,Complaint response visit to Hutt Valley High School regarding water leak from ceiling. On inspection found tree branch overhanging walkway. damaged fencing along south boundary. Spoke with the H&S rep who was aware of the issue. Actions: temporary fix applied. Follow-up required: yes - in 14 days.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
2463,261,809,78.0,2022-08-06,CONTRACTOR_AUDIT,Contractor audit: Pacific Electrical Services Ltd on site performing plumbing work. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - provided and adequate. Overall: minor non-compliance. Issues noted: work area not adequately fenced.,MAJOR_NON_COMPLIANCE,2,2,COMPLETED
2464,261,811,78.0,2022-08-07,CONTRACTOR_AUDIT,Post-incident inspection at Hutt Valley High School. Area where incident occurred has been cleaned up. standing water near entrance pathway. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,MAJOR_NON_COMPLIANCE,1,1,COMPLETED
2465,261,812,,2023-03-20,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - all current; work method statements - not available. Overall: compliant. Issues noted: work area not adequately fenced.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
2466,261,812,,2023-08-21,ROUTINE,Arrived at Hutt Valley High School at 9:15. Met with the caretaker who reported a concern about the car park. Walked the site starting from Block A. Observed cracked window pane in classroom. Noted blocked emergency exit in hall. Block A appears in need of maintenance. Recommend engaging specialist contractor. Photos taken for record.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
2467,261,811,,2023-05-20,COMPLAINT_RESPONSE,Complaint response visit to Hutt Valley High School regarding water leak from ceiling. On inspection found bird nesting in roof cavity. cracked window pane in classroom. Spoke with the H&S rep who was already arranging repair. Actions: temporary fix applied. Follow-up required: no.,COMPLIANT,2,2,COMPLETED
2468,261,810,,2024-05-22,ROUTINE,Complaint response visit to Hutt Valley High School regarding unsafe traffic conditions at drop-off. On inspection found loose railing on Block A stairwell. inadequate lighting in car park. Spoke with the caretaker who was concerned about the situation. Actions: area isolated. Follow-up required: yes - next routine visit.,COMPLIANT,0,0,COMPLETED
2469,261,811,,2025-06-22,POST_INCIDENT,Post-incident inspection at Hutt Valley High School. Area where incident occurred has been cleaned up. worn anti-slip tape on steps. Interviewed the caretaker who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: warning signs placed. Further investigation: yes - engineering assessment required.,COMPLIANT,1,0,COMPLETED
2470,262,816,,2020-10-20,COMPLAINT_RESPONSE,Post-incident inspection at Sacred Heart College (Lower Hutt). Area where incident occurred has been unchanged. trip hazard from raised concrete. Interviewed the principal who confirmed awareness of the hazard. Root cause appears to be inadequate training. Immediate controls: equipment isolated. Further investigation: yes - engineering assessment required.,COMPLIANT,3,0,COMPLETED
2471,262,813,82.0,2020-03-21,CONTRACTOR_AUDIT,Routine site walkthrough at Sacred Heart College (Lower Hutt). Checked emergency exits - one partially blocked. Fire extinguishers - one missing from hall. First aid kits - adequate. Signage - faded in places. General housekeeping - excellent. 2 new hazards logged.,COMPLIANT,3,2,COMPLETED
2472,262,814,,2021-03-01,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - not available. Overall: minor non-compliance. Issues noted: PPE not consistently worn.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
2473,262,814,,2021-08-12,ROUTINE,Post-incident inspection at Sacred Heart College (Lower Hutt). Area where incident occurred has been unchanged. uneven surface on playground. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: area barricaded. Further investigation: yes - await contractor quote.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
2474,262,816,,2021-02-03,POST_INCIDENT,Post-incident inspection at Sacred Heart College (Lower Hutt). Area where incident occurred has been cordoned off. cluttered storage room blocking access. Interviewed the site manager who confirmed that the issue has been ongoing. Root cause appears to be lack of maintenance. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,COMPLIANT,1,0,COMPLETED
2475,262,816,,2022-07-05,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: compliant. Issues noted: work area not adequately fenced.,COMPLIANT,0,0,COMPLETED
2476,262,816,,2023-02-10,ROUTINE,Arrived at Sacred Heart College (Lower Hutt) at 12:00. Met with the caretaker who reported no issues since last visit. Walked the site starting from the car park. Observed cluttered storage room blocking access. Noted inadequate lighting in car park. the gymnasium appears satisfactory. Recommend immediate action on high-risk items. Photos taken for record.,COMPLIANT,2,2,COMPLETED
